strain	strain_link	taxa_link	class	environment	scientific_name
NIVA-CYA 621	https://norcca.scrol.net/strain/niva-cya-621	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Freshwater	Planktothrix rubescens
NIVA-CYA 622	https://norcca.scrol.net/strain/niva-cya-622	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Freshwater	Planktothrix rubescens
NIVA-CYA 623	https://norcca.scrol.net/strain/niva-cya-623	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Freshwater	Planktothrix rubescens
NIVA-CYA 624	https://norcca.scrol.net/strain/niva-cya-624	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Freshwater	Planktothrix rubescens
NIVA-CYA 625	https://norcca.scrol.net/strain/niva-cya-625	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Freshwater	Planktothrix rubescens
NIVA-CYA 626	https://norcca.scrol.net/strain/niva-cya-626	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Freshwater	Aphanizomenon gracile
NIVA-CYA 627	https://norcca.scrol.net/strain/niva-cya-627	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 628	https://norcca.scrol.net/strain/niva-cya-628	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 629	https://norcca.scrol.net/strain/niva-cya-629	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 63	https://norcca.scrol.net/strain/niva-cya-63	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater	Phormidium sp.
NIVA-CYA 630	https://norcca.scrol.net/strain/niva-cya-630	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Lake	Planktothrix mougeotii
NIVA-CYA 631	https://norcca.scrol.net/strain/niva-cya-631	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Lake	Planktothrix mougeotii
NIVA-CYA 632	https://norcca.scrol.net/strain/niva-cya-632	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 633	https://norcca.scrol.net/strain/niva-cya-633	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 634	https://norcca.scrol.net/strain/niva-cya-634	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 635	https://norcca.scrol.net/strain/niva-cya-635	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 636	https://norcca.scrol.net/strain/niva-cya-636	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 637	https://norcca.scrol.net/strain/niva-cya-637	https://norcca.scrol.net/species/planktothrix-rubescens	Cyanophyceae	Lake	Planktothrix rubescens
NIVA-CYA 638	https://norcca.scrol.net/strain/niva-cya-638	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Cyanophyceae	Lake	Aphanizomenon cf. klebahnii
NIVA-CYA 639	https://norcca.scrol.net/strain/niva-cya-639	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Cyanophyceae	Lake	Aphanizomenon cf. klebahnii
NIVA-CYA 64/1	https://norcca.scrol.net/strain/niva-cya-641	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Lake	Planktothrix agardhii
NIVA-CYA 64/3	https://norcca.scrol.net/strain/niva-cya-643	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Lake	Planktothrix agardhii
NIVA-CYA 64/4	https://norcca.scrol.net/strain/niva-cya-644	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Lake	Planktothrix agardhii
NIVA-CYA 64/5	https://norcca.scrol.net/strain/niva-cya-645	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Lake	Planktothrix agardhii
NIVA-CYA 64/6	https://norcca.scrol.net/strain/niva-cya-646	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Lake	Planktothrix agardhii
NIVA-CYA 640	https://norcca.scrol.net/strain/niva-cya-640	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Cyanophyceae	Lake	Aphanizomenon cf. klebahnii
NIVA-CYA 641	https://norcca.scrol.net/strain/niva-cya-641-0	https://norcca.scrol.net/species/aphanizomenon-cf-klebahnii	Cyanophyceae	Lake	Aphanizomenon cf. klebahnii
NIVA-CYA 643	https://norcca.scrol.net/strain/niva-cya-643-0	https://norcca.scrol.net/species/chamaesiphon-sp	Cyanophyceae	Freshwater river	Chamaesiphon sp.
NIVA-CYA 645	https://norcca.scrol.net/strain/niva-cya-645-0	https://norcca.scrol.net/species/hapalosiphon-intricatus	Cyanophyceae	Freshwater	Hapalosiphon intricatus
NIVA-CYA 647	https://norcca.scrol.net/strain/niva-cya-647	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 648	https://norcca.scrol.net/strain/niva-cya-648	https://norcca.scrol.net/species/nostoc-pruniforme	Cyanophyceae	Rocky pool	Nostoc pruniforme
NIVA-CYA 649	https://norcca.scrol.net/strain/niva-cya-649	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 65	https://norcca.scrol.net/strain/niva-cya-65	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 650	https://norcca.scrol.net/strain/niva-cya-650	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 651	https://norcca.scrol.net/strain/niva-cya-651	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 652	https://norcca.scrol.net/strain/niva-cya-652	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cyanophyceae	Lake	Cuspidothrix issatschenkoi
NIVA-CYA 653	https://norcca.scrol.net/strain/niva-cya-653	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cyanophyceae	Lake	Cuspidothrix issatschenkoi
NIVA-CYA 654	https://norcca.scrol.net/strain/niva-cya-654	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cyanophyceae	Lake	Cuspidothrix issatschenkoi
NIVA-CYA 655	https://norcca.scrol.net/strain/niva-cya-655	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 656	https://norcca.scrol.net/strain/niva-cya-656	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Lake	Dolichospermum flos-aquae
NIVA-CYA 657	https://norcca.scrol.net/strain/niva-cya-657	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 658	https://norcca.scrol.net/strain/niva-cya-658	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 659	https://norcca.scrol.net/strain/niva-cya-659	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 66	https://norcca.scrol.net/strain/niva-cya-66	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Freshwater	Anabaena planctonica
NIVA-CYA 660	https://norcca.scrol.net/strain/niva-cya-660	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 661	https://norcca.scrol.net/strain/niva-cya-661	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Lake	Dolichospermum flos-aquae
NIVA-CYA 662	https://norcca.scrol.net/strain/niva-cya-662	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 663	https://norcca.scrol.net/strain/niva-cya-663	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 664	https://norcca.scrol.net/strain/niva-cya-664	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 665	https://norcca.scrol.net/strain/niva-cya-665	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 666	https://norcca.scrol.net/strain/niva-cya-666	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 667	https://norcca.scrol.net/strain/niva-cya-667	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 67	https://norcca.scrol.net/strain/niva-cya-67	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater	Phormidium sp.
NIVA-CYA 670	https://norcca.scrol.net/strain/niva-cya-670	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Lake	Dolichospermum flos-aquae
NIVA-CYA 671	https://norcca.scrol.net/strain/niva-cya-671	https://norcca.scrol.net/species/chrysosporum-bergii	Cyanophyceae	Freshwater	Chrysosporum bergii
NIVA-CYA 672	https://norcca.scrol.net/strain/niva-cya-672	https://norcca.scrol.net/species/chrysosporum-bergii	Cyanophyceae	Freshwater	Chrysosporum bergii
NIVA-CYA 673	https://norcca.scrol.net/strain/niva-cya-673	https://norcca.scrol.net/species/chrysosporum-bergii	Cyanophyceae	Freshwater	Chrysosporum bergii
NIVA-CYA 674	https://norcca.scrol.net/strain/niva-cya-674	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 675	https://norcca.scrol.net/strain/niva-cya-675	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 676	https://norcca.scrol.net/strain/niva-cya-676	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 677	https://norcca.scrol.net/strain/niva-cya-677	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 678	https://norcca.scrol.net/strain/niva-cya-678	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 679	https://norcca.scrol.net/strain/niva-cya-679	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 68	https://norcca.scrol.net/strain/niva-cya-68	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 680	https://norcca.scrol.net/strain/niva-cya-680	https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Cyanophyceae	Lake	Dolichospermum cf. spiroides
NIVA-CYA 681	https://norcca.scrol.net/strain/niva-cya-681	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Cyanophyceae	Lake	Aphanizomenon flos-aquae
NIVA-CYA 682	https://norcca.scrol.net/strain/niva-cya-682	https://norcca.scrol.net/species/dolichospermum-cf-spiroides	Cyanophyceae	Lake	Dolichospermum cf. spiroides
NIVA-CYA 683	https://norcca.scrol.net/strain/niva-cya-683	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 686	https://norcca.scrol.net/strain/niva-cya-686	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 688	https://norcca.scrol.net/strain/niva-cya-688	https://norcca.scrol.net/species/anabaenopsis-elenkinii	Cyanophyceae	Lake	Anabaenopsis elenkinii
NIVA-CYA 689	https://norcca.scrol.net/strain/niva-cya-689	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Cyanophyceae	Lake	Aphanizomenon flos-aquae
NIVA-CYA 69	https://norcca.scrol.net/strain/niva-cya-69	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Lake	Tychonema bourrellyi
NIVA-CYA 690	https://norcca.scrol.net/strain/niva-cya-690	https://norcca.scrol.net/species/dolichospermum-sigmoideum	Cyanophyceae	Lake	Dolichospermum sigmoideum
NIVA-CYA 691	https://norcca.scrol.net/strain/niva-cya-691	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Lake	Aphanizomenon gracile
NIVA-CYA 693	https://norcca.scrol.net/strain/niva-cya-693	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Cyanophyceae	Lake	Aphanizomenon flos-aquae
NIVA-CYA 694	https://norcca.scrol.net/strain/niva-cya-694	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 695	https://norcca.scrol.net/strain/niva-cya-695	https://norcca.scrol.net/species/chrysosporum-bergii	Cyanophyceae	Lake	Chrysosporum bergii
NIVA-CYA 696	https://norcca.scrol.net/strain/niva-cya-696	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Cyanophyceae	Lake	Dolichospermum lemmermannii
NIVA-CYA 697	https://norcca.scrol.net/strain/niva-cya-697	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Cyanophyceae	Lake	Dolichospermum lemmermannii
NIVA-CYA 698	https://norcca.scrol.net/strain/niva-cya-698	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Cyanophyceae	Lake	Dolichospermum lemmermannii
NIVA-CYA 699	https://norcca.scrol.net/strain/niva-cya-699	https://norcca.scrol.net/species/anabaenopsis-elenkinii	Cyanophyceae	Lake	Anabaenopsis elenkinii
NIVA-CYA 7	https://norcca.scrol.net/strain/niva-cya-7	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater, benthic	Phormidium sp.
NIVA-CYA 70	https://norcca.scrol.net/strain/niva-cya-70	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Freshwater river	Tychonema bourrellyi
NIVA-CYA 700	https://norcca.scrol.net/strain/niva-cya-700	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 701	https://norcca.scrol.net/strain/niva-cya-701	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 702	https://norcca.scrol.net/strain/niva-cya-702	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 704	https://norcca.scrol.net/strain/niva-cya-704	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Cyanophyceae	Lake	Aphanizomenon flos-aquae
NIVA-CYA 71	https://norcca.scrol.net/strain/niva-cya-71	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater river	Phormidium sp.
NIVA-CYA 711	https://norcca.scrol.net/strain/niva-cya-711	https://norcca.scrol.net/species/cuspidothrix-issatschenkoi	Cyanophyceae	Lake	Cuspidothrix issatschenkoi
NIVA-CYA 817	https://norcca.scrol.net/strain/niva-cya-817	https://norcca.scrol.net/species/desmonostoc-muscorum	Cyanophyceae		Desmonostoc muscorum
NIVA-CYA 818	https://norcca.scrol.net/strain/niva-cya-818	https://norcca.scrol.net/species/desmonostoc-muscorum	Cyanophyceae		Desmonostoc muscorum
NIVA-CYA 819	https://norcca.scrol.net/strain/niva-cya-819	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 82	https://norcca.scrol.net/strain/niva-cya-82	https://norcca.scrol.net/species/dolichospermum-sigmoideum	Cyanophyceae	Freshwater	Dolichospermum sigmoideum
NIVA-CYA 820	https://norcca.scrol.net/strain/niva-cya-820	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 821	https://norcca.scrol.net/strain/niva-cya-821	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 822	https://norcca.scrol.net/strain/niva-cya-822	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 823	https://norcca.scrol.net/strain/niva-cya-823	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 824	https://norcca.scrol.net/strain/niva-cya-824	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 825	https://norcca.scrol.net/strain/niva-cya-825	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 826	https://norcca.scrol.net/strain/niva-cya-826	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 827	https://norcca.scrol.net/strain/niva-cya-827	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 828	https://norcca.scrol.net/strain/niva-cya-828	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 829	https://norcca.scrol.net/strain/niva-cya-829	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 83/1	https://norcca.scrol.net/strain/niva-cya-831	https://norcca.scrol.net/species/anabaena-lemmermannii-var-minor	Cyanophyceae	Freshwater	Anabaena lemmermannii var. minor
NIVA-CYA 83/2	https://norcca.scrol.net/strain/niva-cya-832	https://norcca.scrol.net/species/anabaena-lemmermannii-var-minor	Cyanophyceae	Freshwater	Anabaena lemmermannii var. minor
NIVA-CYA 830	https://norcca.scrol.net/strain/niva-cya-830	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 831	https://norcca.scrol.net/strain/niva-cya-831-0	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 832	https://norcca.scrol.net/strain/niva-cya-832-0	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 833	https://norcca.scrol.net/strain/niva-cya-833	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 834	https://norcca.scrol.net/strain/niva-cya-834	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Lake	Anabaena planctonica
NIVA-CYA 835	https://norcca.scrol.net/strain/niva-cya-835	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 836	https://norcca.scrol.net/strain/niva-cya-836	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 837	https://norcca.scrol.net/strain/niva-cya-837	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 838	https://norcca.scrol.net/strain/niva-cya-838	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 839	https://norcca.scrol.net/strain/niva-cya-839	https://norcca.scrol.net/species/dolichospermum-crassum	Cyanophyceae	Lake	Dolichospermum crassum
NIVA-CYA 85	https://norcca.scrol.net/strain/niva-cya-85	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 850	https://norcca.scrol.net/strain/niva-cya-850	https://norcca.scrol.net/species/anabaena-planctonica	Cyanophyceae	Freshwater	Anabaena planctonica
NIVA-CYA 851	https://norcca.scrol.net/strain/niva-cya-851	https://norcca.scrol.net/species/aphanizomenon-gracile	Cyanophyceae	Freshwater	Aphanizomenon gracile
NIVA-CYA 852	https://norcca.scrol.net/strain/niva-cya-852	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae		Tychonema bourrellyi
NIVA-CYA 853	https://norcca.scrol.net/strain/niva-cya-853	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae		Tychonema bourrellyi
NIVA-CYA 855	https://norcca.scrol.net/strain/niva-cya-855	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 86	https://norcca.scrol.net/strain/niva-cya-86	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 87	https://norcca.scrol.net/strain/niva-cya-87	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 88/1	https://norcca.scrol.net/strain/niva-cya-881	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 88/2	https://norcca.scrol.net/strain/niva-cya-882	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 88/3	https://norcca.scrol.net/strain/niva-cya-883	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 89/1	https://norcca.scrol.net/strain/niva-cya-891	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 89/3	https://norcca.scrol.net/strain/niva-cya-893	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 89/4	https://norcca.scrol.net/strain/niva-cya-894	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 89/5	https://norcca.scrol.net/strain/niva-cya-895	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 90	https://norcca.scrol.net/strain/niva-cya-90	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 91	https://norcca.scrol.net/strain/niva-cya-91	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 92	https://norcca.scrol.net/strain/niva-cya-92	https://norcca.scrol.net/species/kamptonema-formosum	Cyanophyceae	Freshwater	Kamptonema formosum
NIVA-CYA 93	https://norcca.scrol.net/strain/niva-cya-93	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Freshwater	Pseudanabaena sp.
NIVA-CYA 94	https://norcca.scrol.net/strain/niva-cya-94	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Freshwater	Pseudanabaena sp.
NIVA-CYA 95	https://norcca.scrol.net/strain/niva-cya-95	https://norcca.scrol.net/species/tychonema-bornetii	Cyanophyceae	Freshwater	Tychonema bornetii
NIVA-CYA 96/1	https://norcca.scrol.net/strain/niva-cya-961	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Freshwater	Tychonema bourrellyi
NIVA-CYA 96/3	https://norcca.scrol.net/strain/niva-cya-963	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Freshwater	Tychonema bourrellyi
NIVA-CYA 97/1	https://norcca.scrol.net/strain/niva-cya-971	https://norcca.scrol.net/species/planktothrix-rubescens-var	Cyanophyceae	Freshwater	Planktothrix rubescens var.
NIVA-CYA 97/3	https://norcca.scrol.net/strain/niva-cya-973	https://norcca.scrol.net/species/planktothrix-rubescens-var	Cyanophyceae	Freshwater	Planktothrix rubescens var.
NIVA-CYA 97/4	https://norcca.scrol.net/strain/niva-cya-974	https://norcca.scrol.net/species/planktothrix-rubescens-var	Cyanophyceae	Freshwater	Planktothrix rubescens var.
NIVA-CYA 97/5	https://norcca.scrol.net/strain/niva-cya-975	https://norcca.scrol.net/species/planktothrix-rubescens-var	Cyanophyceae	Freshwater	Planktothrix rubescens var.
NIVA-CYA 98	https://norcca.scrol.net/strain/niva-cya-98	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 99	https://norcca.scrol.net/strain/niva-cya-99	https://norcca.scrol.net/species/symploca-sp	Cyanophyceae	Freshwater	Symploca sp.
UIO 003	https://norcca.scrol.net/strain/uio-003	https://norcca.scrol.net/species/mantoniella-squamata	Mamiellophyceae	Marine	Mantoniella squamata
UIO 004	https://norcca.scrol.net/strain/uio-004	https://norcca.scrol.net/species/micromonas-pusilla	Mamiellophyceae		Micromonas pusilla
UIO 007	https://norcca.scrol.net/strain/uio-007	https://norcca.scrol.net/species/pseudoscourfieldia-marina	Prasinophyceae	Marine	Pseudoscourfieldia marina
UIO 012	https://norcca.scrol.net/strain/uio-012	https://norcca.scrol.net/species/synechococcus-sp	Cyanophyceae	Marine	Synechococcus sp.
UIO 013	https://norcca.scrol.net/strain/uio-013	https://norcca.scrol.net/species/synechococcus-sp	Cyanophyceae		Synechococcus sp.
UIO 018	https://norcca.scrol.net/strain/uio-018	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae		Phormidium sp.
UIO 021	https://norcca.scrol.net/strain/uio-021	https://norcca.scrol.net/species/diacronema-ennorea	Pavlovophyceae	Marine	Diacronema ennorea
UIO 026	https://norcca.scrol.net/strain/uio-026	https://norcca.scrol.net/species/haptolina-ericina	Prymnesiophyceae		Haptolina ericina
UIO 027	https://norcca.scrol.net/strain/uio-027	https://norcca.scrol.net/species/haptolina-ericina	Prymnesiophyceae		Haptolina ericina
UIO 028	https://norcca.scrol.net/strain/uio-028	https://norcca.scrol.net/species/haptolina-ericina	Prymnesiophyceae		Haptolina ericina
UIO 028/1	https://norcca.scrol.net/strain/uio-0281	https://norcca.scrol.net/species/haptolina-ericina	Prymnesiophyceae	Marine	Haptolina ericina
UIO 030	https://norcca.scrol.net/strain/uio-030	https://norcca.scrol.net/species/haptolina-hirta			Haptolina hirta
UIO 033	https://norcca.scrol.net/strain/uio-033	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesiophyceae	Marine plankton	Prymnesium kappa
UIO 033/1	https://norcca.scrol.net/strain/uio-0331	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesiophyceae	Marine plankton	Prymnesium kappa
UIO 034	https://norcca.scrol.net/strain/uio-034	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesiophyceae	Marine	Prymnesium kappa
UIO 034/1	https://norcca.scrol.net/strain/uio-0341	https://norcca.scrol.net/species/prymnesium-kappa	Prymnesiophyceae	Marine plankton	Prymnesium kappa
UIO 040/1	https://norcca.scrol.net/strain/uio-0401	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesiophyceae		Prymnesium polylepis
UIO 041	https://norcca.scrol.net/strain/uio-041	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesiophyceae		Prymnesium polylepis
UIO 042	https://norcca.scrol.net/strain/uio-042	https://norcca.scrol.net/species/prymnesium-sp	Prymnesiophyceae		Prymnesium sp.
UIO 043	https://norcca.scrol.net/strain/uio-043	https://norcca.scrol.net/species/haptolina-cf-herdlensis	Prymnesiophyceae		Haptolina cf. herdlensis
UIO 044	https://norcca.scrol.net/strain/uio-044	https://norcca.scrol.net/species/chrysochromulina-rotalis	Prymnesiophyceae	Marine	Chrysochromulina rotalis
UIO 046	https://norcca.scrol.net/strain/uio-046	https://norcca.scrol.net/species/chrysochromulina-scutellum	Prymnesiophyceae	Marine	Chrysochromulina scutellum
