ScientificName	AphiaID	Match type	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	used_aphia_id	comment
Navicula exilis	611687	exact	Navicula exilis	Kützing, 1844	611687	Navicula exilis	Kützing, 1844	611687	
Navicula integra	180617	exact	Navicula integra	(W.Smith) Ralfs, 1861	662000	Pinnularia integra	W.Smith, 1856	662000	
Navicula laticeps	180634	exact	Navicula laticeps	Hustedt, 1942	180634	Navicula laticeps	Hustedt, 1942	180634	
Navicula lundii	611775	exact	Navicula lundii	Reichardt, 1985	611775	Navicula lundii	Reichardt, 1985	611775	
Navicula muticopsis	669522	exact	Navicula muticopsis	Van Heurck	577921	Luticola muticopsis	(Van Heurck) D.G.Mann, 1990	577921	
Nupela implexiformis	618058	near_1	Nupela impexiformis	(Lange-Bertalot) Lange-Bertalot, 1999	618058	Nupela impexiformis	(Lange-Bertalot) Lange-Bertalot, 1999	618058	
Pinnularia intermedia	609934	exact	Pinnularia intermedia	(Lagerstedt) Cleve, 1895	609934	Pinnularia intermedia	(Lagerstedt) Cleve, 1895	609934	
Pinnularia bertrandi	618099	phonetic	Pinnularia bertrandii	K.Krammer, 2000	618099	Pinnularia bertrandii	K.Krammer, 2000	618099	
Pinnularia borealis	149476	exact	Pinnularia borealis	Ehrenberg, 1843	149476	Pinnularia borealis	Ehrenberg, 1843	149476	
Pinnularia gibba	669209	exact	Pinnularia gibba	(Ehrenberg) Ehrenberg, 1843	669209	Pinnularia gibba	(Ehrenberg) Ehrenberg, 1843	669209	
Pinnularia hemiptera	626519	exact	Pinnularia hemiptera	(Kützing) Rabenhorst, 1853	626519	Pinnularia hemiptera	(Kützing) Rabenhorst, 1853	626519	
Pinnularia major	149209	exact	Pinnularia major	(K�tzing) Rabenhorst, 1853	149209	Pinnularia major	(K�tzing) Rabenhorst, 1853	149209	
Pinnularia microstauron	149475	exact	Pinnularia microstauron	(Ehrenberg) Cleve, 1891	149475	Pinnularia microstauron	(Ehrenberg) Cleve, 1891	149475	
Pinnularia microstauron var. rostrata	674344	exact	Pinnularia microstauron var. rostrata	K.Krammer, 2000	674344	Pinnularia microstauron var. rostrata	K.Krammer, 2000	674344	
Pinnularia subcapitata	175654	exact	Pinnularia subcapitata	W.Gregory, 1856	175654	Pinnularia subcapitata	W.Gregory, 1856	175654	
Pinnularia stomatophora	609944	exact	Pinnularia stomatophora	(Grunow) Cleve, 1895	609944	Pinnularia stomatophora	(Grunow) Cleve, 1895	609944	
Pinnularia rupestris	610704	exact	Pinnularia rupestris	Hantzsch, 1861	610704	Pinnularia rupestris	Hantzsch, 1861	610704	
Pinnularia polyonca	626521	exact	Pinnularia polyonca	(Brébisson) W.Smith, 1856	626521	Pinnularia polyonca	(Brébisson) W.Smith, 1856	626521	
Pinnularia interrupta	175636	exact	Pinnularia interrupta	W.Smith, 1853	614288	Pinnularia biceps	W.Gregory, 1856	614288	
Pinnularia gibbiformis	613467	exact	Pinnularia gibbiformis	K.Krammer, 1992	613467	Pinnularia gibbiformis	K.Krammer, 1992	613467	
Pinnularia divergens var. sublinearis	671477	exact	Pinnularia divergens var. sublinearis	Cleve, 1895	671477	Pinnularia divergens var. sublinearis	Cleve, 1895	671477	
Pinnularia decrescens	623594	exact	Pinnularia decrescens	(Grunow) K.Krammer, 2000	623594	Pinnularia decrescens	(Grunow) K.Krammer, 2000	623594	
Pinnularia crucifera	623665	exact	Pinnularia crucifera	Cleve-Euler, 1934	623665	Pinnularia crucifera	Cleve-Euler, 1934	623665	
Pinnularia viridis s.lat.	149483	exact	Pinnularia viridis	(Nitzsch) Ehrenberg, 1843	149483	Pinnularia viridis	(Nitzsch) Ehrenberg, 1843	149483	
Pinnularia viridis	149483	exact	Pinnularia viridis	(Nitzsch) Ehrenberg, 1843	149483	Pinnularia viridis	(Nitzsch) Ehrenberg, 1843	149483	
Gyrosigma spencerii	149497	exact	Gyrosigma spencerii	(Bailey ex Quekett) Griffith & Henfrey, 1856	149035	Gyrosigma acuminatum	(Kützing) Rabenhorst, 1853	149035	
Pleurosigma elongatum	149503	exact	Pleurosigma elongatum	W.Smith, 1852	149503	Pleurosigma elongatum	W.Smith, 1852	149503	
Pleurosigma normanii	149182	exact	Pleurosigma normanii	Ralfs, 1861	149182	Pleurosigma normanii	Ralfs, 1861	149182	
Fallacia	172375	exact	Fallacia	A.J. Stickle & D.G. Mann in F.E. Round, R.M. Crawford & D.G. Mann, 1990	172375	Fallacia	A.J. Stickle & D.G. Mann in F.E. Round, R.M. Crawford & D.G. Mann, 1990	172375	
Fallacia pygmaea	172380	exact	Fallacia pygmaea	(K�tzing) A.J.Stickle & D.G.Mann, 1990	172380	Fallacia pygmaea	(K�tzing) A.J.Stickle & D.G.Mann, 1990	172380	
Stauroneis legumen	175889	exact	Stauroneis legumen	(Ehrenberg) K�tzing, 1844	175889	Stauroneis legumen	(Ehrenberg) K�tzing, 1844	175889	
Stauroneis spicula	669081	exact	Stauroneis spicula	Cleve & Grunow, 1880	669081	Stauroneis spicula	Cleve & Grunow, 1880	669081	manually corrected
Stauroneis anceps sensu lato	149413	exact	Stauroneis anceps	Ehrenberg, 1843	149413	Stauroneis anceps	Ehrenberg, 1843	149413	
Stauroneis anceps	149413	exact	Stauroneis anceps	Ehrenberg, 1843	149413	Stauroneis anceps	Ehrenberg, 1843	149413	
Craticula	163902	exact	Craticula	A. Grunow, 1867	163902	Craticula	A. Grunow, 1867	163902	
Tryblionella coarctata	176409	exact	Tryblionella coarctata	(Grunow) D.G.Mann, 1990	976723	Nitzschia coarctata var. coarctata	Grunow in Cleve & M�ller, 1878	976723	
Tryblionella gracilis	176414	exact	Tryblionella gracilis	W.Smith, 1853	176414	Tryblionella gracilis	W.Smith, 1853	176414	
Nitzschia	149045	exact	Nitzschia	A.H. Hassall, 1845	149045	Nitzschia	A.H. Hassall, 1845	149045	
Nitzschia acicularis	149046	exact	Nitzschia acicularis	(K�tzing) W.Smith, 1853	149046	Nitzschia acicularis	(K�tzing) W.Smith, 1853	149046	
Nitzschia bryophila	626502	exact	Nitzschia bryophila	(Hustedt) Hustedt, 1943	671859	Nitzschia frustulum var. bryophila	Hustedt, 1937	671859	
Nitzschia capitellata	175380	exact	Nitzschia capitellata	Hustedt, 1922	175380	Nitzschia capitellata	Hustedt, 1922	175380	
Nitzschia dissipata	149212	exact	Nitzschia dissipata	(K�tzing) Rabenhorst, 1860	978857	Synedra dissipata var. dissipata	K�tzing, 1844	978857	
Nitzschia filiformis	149608	exact	Nitzschia filiformis	(W.Smith) Hustedt	983826	Homoeocladia filiformis f. filiformis	W. Smith, 1856	983826	
Nitzschia fonticola	149599	exact	Nitzschia fonticola	(Grunow) Grunow, 1881	149599	Nitzschia fonticola	(Grunow) Grunow, 1881	149599	
Nitzschia gracilis	149215	exact	Nitzschia gracilis	Hantzsch, 1860	149215	Nitzschia gracilis	Hantzsch, 1860	149215	
Nitzschia linearis var. linearis	977178	exact	Nitzschia sublinearis var. sublinearis	Hustedt in Schmidt et al., 1921	977178	Nitzschia sublinearis var. sublinearis	Hustedt in Schmidt et al., 1921	977178	
Nitzschia microcephala	960981	exact	Nitzschia microcephala	auct. non Cleve & Grunow	960981	Nitzschia microcephala	auct. non Cleve & Grunow	960981	
Nitzschia palea var. minuta	675308	exact	Nitzschia palea var. minuta	(Bleisch) Grunow, 1881	984606	Nitzschia minuta f. minuta	Bleisch in Rabenhorst, 1860	984606	
Nitzschia parvula	149606	exact	Nitzschia parvula	W.Smith, 1853	149606	Nitzschia parvula	W.Smith, 1853	149606	
Nitzschia perspicua	610636	exact	Nitzschia perspicua	Cholnoky, 1960	610636	Nitzschia perspicua	Cholnoky, 1960	610636	
Nitzschia pusilla	609730	exact	Nitzschia pusilla	Grunow, 1862	609730	Nitzschia pusilla	Grunow, 1862	609730	
Nitzschia recta	149595	exact	Nitzschia recta	Hantzsch ex Rabenhorst, 1862	149595	Nitzschia recta	Hantzsch ex Rabenhorst, 1862	149595	
Nitzschia sigmoidea	149604	exact	Nitzschia sigmoidea	(Nitzsch) W.Smith, 1853	149604	Nitzschia sigmoidea	(Nitzsch) W.Smith, 1853	149604	
Nitzschia tryblionella var. victoriae	176545	exact	Nitzschia tryblionella var. victoriae	(Grunow) Grunow, 1879	176544	Tryblionella victoriae	Grunow, 1862	176544	
Nitzschia acicularioides	609714	exact	Nitzschia acicularioides	Hustedt, 1959	609714	Nitzschia acicularioides	Hustedt, 1959	609714	
Eunotia arcus	149403	exact	Eunotia arcus	Ehrenberg, 1837	149403	Eunotia arcus	Ehrenberg, 1837	149403	
Eunotia biceps	619988	exact	Eunotia biceps	Ehrenberg, 1843	619988	Eunotia biceps	Ehrenberg, 1843	619988	
Eunotia bidens	180144	exact	Eunotia bidens	Ehrenberg, 1843	180144	Eunotia bidens	Ehrenberg, 1843	180144	
Eunotia botuliformis	610441	exact	Eunotia botuliformis	F.Wild, N�rpel & Lange-Bertalot, 1993	610441	Eunotia botuliformis	F.Wild, N�rpel & Lange-Bertalot, 1993	610441	
Eunotia diodon	172314	exact	Eunotia diodon	Ehrenberg, 1837	172314	Eunotia diodon	Ehrenberg, 1837	172314	
Eunotia gracilis	172333	exact	Eunotia gracilis	W.Smith, 1853	172333	Eunotia gracilis	W.Smith, 1853	172333	
Eunotia monodon	180086	exact	Eunotia monodon	Ehrenberg, 1843	180086	Eunotia monodon	Ehrenberg, 1843	180086	
Eunotia pectinalis var. undulata	180125	exact	Eunotia pectinalis var. undulata	(Ralfs) Rabenhorst, 1864	180125	Eunotia pectinalis var. undulata	(Ralfs) Rabenhorst, 1864	180125	
Eunotia praerupta	172350	exact	Eunotia praerupta	Ehrenberg, 1843	172350	Eunotia praerupta	Ehrenberg, 1843	172350	
Eunotia septentrionalis	172355	exact	Eunotia septentrionalis	�strup, 1897	172355	Eunotia septentrionalis	�strup, 1897	172355	
Eunotia soleirolii	573465	exact	Eunotia soleirolii	(K�tzing) Rabenhorst, 1864	668100	Himantidium soleirolii	K�tzing, 1844	668100	
Eunotia valida	172335	exact	Eunotia valida	Hustedt, 1930	172335	Eunotia valida	Hustedt, 1930	172335	
Eunotia alpina	180109	exact	Eunotia alpina	(N�geli) Hustedt, 1913	978819	Synedra alpina var. alpina	Naegeli in K�tzing, 1849	978819	
Eunotia minor s.lat.	172345	exact	Eunotia minor	(K�tzing) Grunow, 1881	172346	Himantidium minus	K�tzing, 1844	172346	
Eunotia minor	172345	exact	Eunotia minor	(K�tzing) Grunow, 1881	172346	Himantidium minus	K�tzing, 1844	172346	
Actinella	593829	exact	Actinella	F.W. Lewis, 1864	593829	Actinella	F.W. Lewis, 1864	593829	
Peronia	600902	exact	Peronia	A. de Br�bisson & G.A.W. Arnott ex F. Kitton, 1868	600902	Peronia	A. de Br�bisson & G.A.W. Arnott ex F. Kitton, 1868	600902	
Peronia erinacea	700487	exact	Peronia erinacea	Br�bisson & Arnott ex Kitton, 1868	699373	Peronia fibula	(Br�bisson ex K�tzing) R.Ross, 1956	699373	
Achnanthes brevipes	149387	exact	Achnanthes brevipes	C.Agardh, 1824	149387	Achnanthes brevipes	C.Agardh, 1824	149387	
Achnanthes dispar	163545	exact	Achnanthes dispar	Cleve, 1891	973663	Achnanthes dispar var. dispar	Cleve, 1891	973663	
Achnanthes lanceolata	149385	exact	Achnanthes lanceolata	(Br�bisson ex K�tzing) Grunow, 1880	669893	Planothidium lanceolatum	(Br�bisson ex K�tzing) Bukhtiyarova, 1999	669893	
Achnanthes lanceolata var. elliptica	ambiguous								
Achnanthes parvula	149193	exact	Achnanthes parvula	K�tzing, 1844	149193	Achnanthes parvula	K�tzing, 1844	149193	
Achnanthes taeniata	156537	exact	Achnanthes taeniata	Grunow, 1880	163624	Pauliella taeniata	(Grunow) F.E.Round & P.W.Basson, 1997	163624	
Achnanthes exilis	179023	exact	Achnanthes exilis	K�tzing, 1833	973675	Achnanthes exilis var. exilis	K�tzing, 1833	973675	
Achnanthes ploenensis	179118	exact	Achnanthes ploenensis	Hustedt, 1930	179118	Achnanthes ploenensis	Hustedt, 1930	179118	
Achnanthes ziegleri	611530	exact	Achnanthes ziegleri	Lange-Bert., 1993				611530	
Platessa	603212	exact	Platessa	H. Lange-Bertalot, 2004	603212	Platessa	H. Lange-Bertalot, 2004	603212	
Cocconeis costata	163856	exact	Cocconeis costata	Gregory, 1855	163856	Cocconeis costata	Gregory, 1855	163856	
Cocconeis pinnata	163872	exact	Cocconeis pinnata	W.Gregory ex Greville, 1859	163872	Cocconeis pinnata	W.Gregory ex Greville, 1859	163872	
Cocconeis scutellum	149376	exact	Cocconeis scutellum	Ehrenberg, 1838	149376	Cocconeis scutellum	Ehrenberg, 1838	149376	
Cocconeis placentula s.lat.	148990	exact	Cocconeis placentula	Ehrenberg, 1838	148990	Cocconeis placentula	Ehrenberg, 1838	148990	
Cocconeis placentula	148990	exact	Cocconeis placentula	Ehrenberg, 1838	148990	Cocconeis placentula	Ehrenberg, 1838	148990	
Cocconeis placentula var. placentula	163873	exact	Cocconeis placentula var. placentula	Ehrenberg, 1838	163873	Cocconeis placentula var. placentula	Ehrenberg, 1838	163873	
Cocconeis placentula s.lat. pseudothumensis	ambiguous								
Planothidium frequentissimum	845399	exact	Planothidium frequentissimum	(Lange-Bertalot) F.E.Round & Bukhtiyarova, 1996	966873	Achnanthes lanceolata	Lange-Bertalot, 1993	966873	
Staurophora	175921	exact	Staurophora	C. Mereschkowsky, 1903	175921	Staurophora	C. Mereschkowsky, 1903	175921	
Placoneis placentula	175694	exact	Placoneis placentula	(Ehrenberg) Mereschkowsky, 1903	175694	Placoneis placentula	(Ehrenberg) Mereschkowsky, 1903	175694	
Encyonema gracile	609767	exact	Encyonema gracile	Rabenhorst, 1853	609767	Encyonema gracile	Rabenhorst, 1853	609767	
Encyonema ventricosum	609773	exact	Encyonema ventricosum	(C.Agardh) Grunow, 1875	837518	Cymbella ventricosa	K�tzing, 1844	837518	
Cymbella affinis	149547	exact	Cymbella affinis	K�tzing, 1844	149547	Cymbella affinis	K�tzing, 1844	149547	
Cymbella cuspidata	163965	exact	Cymbella cuspidata	K�tzing, 1844	163965	Cymbella cuspidata	K�tzing, 1844	163965	
Cymbella cymbiformis	149548	exact	Cymbella cymbiformis	C.Agardh, 1830	149548	Cymbella cymbiformis	C.Agardh, 1830	149548	
Cymbella ehrenbergii	149540	exact	Cymbella ehrenbergii	K�tzing, 1844	149540	Cymbella ehrenbergii	K�tzing, 1844	149540	
Cymbella excisa	623356	exact	Cymbella excisa	K�tzing, 1844	623356	Cymbella excisa	K�tzing, 1844	623356	
Cymbella helvetica	163973	exact	Cymbella helvetica	K�tzing, 1844	163973	Cymbella helvetica	K�tzing, 1844	163973	
Cymbella lanceolata	626393	exact	Cymbella lanceolata	(C.Agardh) C.Agardh, 1830	172817	Frustulia lanceolata	C.Agardh, 1827	172817	
Cymbella ventricosa	837518	exact	Cymbella ventricosa	K�tzing, 1844	837518	Cymbella ventricosa	K�tzing, 1844	837518	
Cymbella obtusiuscula	163982	exact	Cymbella obtusiuscula	K�tzing, 1844	163982	Cymbella obtusiuscula	K�tzing, 1844	163982	
Cymbella tumida	163987	exact	Cymbella tumida	(Br�bisson) van Heurck, 1880	983500	Cocconema tumidum f. tumidum	Br�bisson ex K�tzing, 1849	983500	
Cymbella cistula s.lat.	149549	exact	Cymbella cistula	(Ehrenberg) O.Kirchner, 1878	163963	Bacillaria cistula	Ehrenberg, 1828	163963	
Delicata	603123	exact	Delicata	K. Krammer, 2003	1334251	Delicatophycus	M.J.Wynne, 2019	1334251	
Gomphonema	149553	exact	Gomphonema	C.G. Ehrenberg, 1832	149553	Gomphonema	C.G. Ehrenberg, 1832	149553	
Gomphonema coronatum	172463	exact	Gomphonema coronatum	Ehrenberg, 1840	172463	Gomphonema coronatum	Ehrenberg, 1840	172463	
Gomphonema acuminatum	149554	exact	Gomphonema acuminatum	Ehrenberg, 1832	149554	Gomphonema acuminatum	Ehrenberg, 1832	149554	
Gomphonema constrictum	149561	exact	Gomphonema constrictum	Ehrenberg, 1832	176172	Gomphonema truncatum	Ehrenberg, 1832	176172	
Gomphonema dichotomum	180274	exact	Gomphonema dichotomum	K�tzing, 1833	180274	Gomphonema dichotomum	K�tzing, 1833	180274	
Gomphonema exiguum	172505	exact	Gomphonema exiguum	K�tzing, 1844	838656	Gomphoneis exigua	(K�tzing) Medlin	838656	
Gomphonema intricatum	616325	exact	Gomphonema intricatum	K�tzing, 1844	616325	Gomphonema intricatum	K�tzing, 1844	616325	
Gomphonema micropus	176171	exact	Gomphonema micropus	K�tzing, 1844	176171	Gomphonema micropus	K�tzing, 1844	176171	
Gomphonema minusculum	611658	exact	Gomphonema minusculum	Krasske	611658	Gomphonema minusculum	Krasske	611658	
Gomphonema minutum	180282	exact	Gomphonema minutum	(C.Agardh) C.Agardh, 1831	180282	Gomphonema minutum	(C.Agardh) C.Agardh, 1831	180282	
Gomphonema angustatum	149558	exact	Gomphonema angustatum	(K�tzing) Rabenhorst, 1864	149558	Gomphonema angustatum	(K�tzing) Rabenhorst, 1864	149558	
Gomphonema augur	149556	exact	Gomphonema augur	Ehrenberg, 1840	149556	Gomphonema augur	Ehrenberg, 1840	149556	
Gomphonema bohemicum	172501	exact	Gomphonema bohemicum	Reichelt & Fricke, 1902	172501	Gomphonema bohemicum	Reichelt & Fricke, 1902	172501	
Gomphonema brebissonii	172461	exact	Gomphonema brebissonii	K�tzing, 1849	172461	Gomphonema brebissonii	K�tzing, 1849	172461	
Gomphonema olivaceum	149562							149562	
Gomphonema subtile	180299	exact	Gomphonema subtile	Ehrenberg, 1843	180299	Gomphonema subtile	Ehrenberg, 1843	180299	
Gomphonema ventricosum	180305	exact	Gomphonema ventricosum	Gregory, 1856	180305	Gomphonema ventricosum	Gregory, 1856	180305	
Gomphonema clavatum s.lat.	176099	exact	Gomphonema clavatum	Ehrenberg, 1832	176099	Gomphonema clavatum	Ehrenberg, 1832	176099	
Gomphonema clavatum	176099	exact	Gomphonema clavatum	Ehrenberg, 1832	176099	Gomphonema clavatum	Ehrenberg, 1832	176099	
Rhoicosphenia marina	175804	exact	Rhoicosphenia marina	(K�tzing) M.Schmidt, 1889	175804	Rhoicosphenia marina	(K�tzing) M.Schmidt, 1889	175804	
Mastogloia lacustris	613080	exact	Mastogloia lacustris	(Grunow) Grunow, 1880	613080	Mastogloia lacustris	(Grunow) Grunow, 1880	613080	
Psammodiscus	163337	exact	Psammodiscus	F.E. Round & D.G. Mann, 1980	163337	Psammodiscus	F.E. Round & D.G. Mann, 1980	163337	
Epithemia argus	172280	exact	Epithemia argus	(Ehrenberg) K�tzing, 1844	172281	Eunotia argus	Ehrenberg, 1843	172281	
Epithemia turgida var. westermannii	172298	exact	Epithemia turgida var. westermannii	(Ehrenberg) Grunow, 1862	172299	Navicula westermannii	Ehrenberg, 1835	172299	
Striatella	149176	exact	Striatella	C.A. Agardh, 1832	149176	Striatella	C.A. Agardh, 1832	149176	
Grammatophora oceanica	149339	exact	Grammatophora oceanica	Ehrenberg, 1840	149339	Grammatophora oceanica	Ehrenberg, 1840	149339	
Auricula	149521	exact	Auricula	A.F. Castracane, 1873	149521	Auricula	A.F. Castracane, 1873	149521	
Surirella angusta	176002	exact	Surirella angusta	K�tzing, 1844	176002	Surirella angusta	K�tzing, 1844	176002	
Surirella bifrons	176003	exact	Surirella bifrons	Ehrenberg	176003	Surirella bifrons	Ehrenberg	176003	
Surirella crumena	149085	exact	Surirella crumena	Br�bisson ex K�tzing, 1849	149085	Surirella crumena	Br�bisson ex K�tzing, 1849	149085	
Surirella gracilis	176071	exact	Surirella gracilis	(W.Smith) Grunow, 1862	149214	Nitzschia tryblionella	Hantzsch, 1860	149214	
Surirella linearis var. linearis	671902	exact	Surirella linearis var. linearis	W.Smith, 1853	671902	Surirella linearis var. linearis	W.Smith, 1853	671902	
Surirella minuta	176078	exact	Surirella minuta	Br�bisson, 1849	176078	Surirella minuta	Br�bisson, 1849	176078	
Surirella ovalis	149087	exact	Surirella ovalis	Br�bisson, 1838	149087	Surirella ovalis	Br�bisson, 1838	149087	
Surirella ovata	149613	exact	Surirella ovata	K�tzing, 1844	176078	Surirella minuta	Br�bisson, 1849	176078	
Surirella striatula	149614	exact	Surirella striatula	Turpin, 1828	149614	Surirella striatula	Turpin, 1828	149614	
Surirella tenera	176202	exact	Surirella tenera	W.Gregory, 1856	176202	Surirella tenera	W.Gregory, 1856	176202	
Surirella amphioxys	609980	exact	Surirella amphioxys	W.Smith, 1856	1380639	Iconella amphioxys	(W.Smith) D.Kapustin & O.Kryvosheia in Kryosheia & Kapustin, 2019	1380639	
Cymatopleura brunii	610398	exact	Cymatopleura brunii	Petit, 1895	610398	Cymatopleura brunii	Petit, 1895	610398	
Cymatopleura elliptica	163940	exact	Cymatopleura elliptica	(Br�bisson) W.Smith, 1851	163940	Cymatopleura elliptica	(Br�bisson) W.Smith, 1851	163940	
Cymatopleura solea	149008	exact	Cymatopleura solea	(Br�bisson) W.Smith, 1851	149008	Cymatopleura solea	(Br�bisson) W.Smith, 1851	149008	
Campylodiscus bicostatus	163814	exact	Campylodiscus bicostatus	W.Smith ex F.C.S.Roper, 1854	163814	Campylodiscus bicostatus	W.Smith ex F.C.S.Roper, 1854	163814	
Campylodiscus noricus	163823	exact	Campylodiscus noricus	Ehrenberg ex K�tzing, 1844	163823	Campylodiscus noricus	Ehrenberg ex K�tzing, 1844	163823	
Thalassiothrix longissima	157083	exact	Thalassiothrix longissima	Cleve & Grunow, 1880	157083	Thalassiothrix longissima	Cleve & Grunow, 1880	157083	
Catenula	163838	exact	Catenula	C. Mereschkowsky, 1903	163838	Catenula	C. Mereschkowsky, 1903	163838	
Amphora coffeaeformis	149533	exact	Amphora coffeaeformis	(C.Agardh) K�tzing, 1844	624065	Halamphora coffeaeformis	(C.Agardh) Levkov, 2009	624065	
Amphora holsatica	163668	exact	Amphora holsatica	Hustedt, 1925	574075	Halamphora holsatica	(Hustedt) Levkov, 2009	574075	
Amphora lineolata	160704	exact	Amphora lineolata	Ehrenberg, 1838	160704	Amphora lineolata	Ehrenberg, 1838	160704	
Amphora ovalis	149524	exact	Amphora ovalis	(K�tzing) K�tzing, 1844	149524	Amphora ovalis	(K�tzing) K�tzing, 1844	149524	
Amphora robusta	160725	exact	Amphora robusta	Gregory, 1857	160725	Amphora robusta	Gregory, 1857	160725	
Amphora veneta	149532	exact	Amphora veneta	K�tzing, 1844	983333	Amphora veneta f. veneta	K�tzing, 1844	983333	
Amphora laevissima	160703	exact	Amphora laevissima	W.Gregory, 1857	160703	Amphora laevissima	W.Gregory, 1857	160703	
Pauliella	163623	exact	Pauliella	F.E. Round & P.W. Basson, 1997	163623	Pauliella	F.E. Round & P.W. Basson, 1997	163623	
