Strain name	Species	Division	Class	Habitat	Strain Link	Species Link
NIVA-CHL 26	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/niva-chl-26	https://norcca.scrol.net/species/dunaliella-tertiolecta
NIVA-CHL 27	Mougeotia sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-27	https://norcca.scrol.net/species/mougeotia-sp
NIVA-CHL 28	Raphidocelis subcapitata	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-28	https://norcca.scrol.net/species/raphidocelis-subcapitata
NIVA-CHL 29	Raphidocelis subcapitata	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-29	https://norcca.scrol.net/species/raphidocelis-subcapitata
NIVA-CHL 3	Chlorella ovalis	Chlorophyta	Trebouxiophyceae	Marine	https://norcca.scrol.net/strain/niva-chl-3	https://norcca.scrol.net/species/chlorella-ovalis
NIVA-CHL 30	Monoraphidium convolutum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-30	https://norcca.scrol.net/species/monoraphidium-convolutum
NIVA-CHL 32	Euastrum sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-32	https://norcca.scrol.net/species/euastrum-sp
NIVA-CHL 33	Crucigenia tetrapedia	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-33	https://norcca.scrol.net/species/crucigenia-tetrapedia
NIVA-CHL 34	Micrasterias truncata	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-34	https://norcca.scrol.net/species/micrasterias-truncata
NIVA-CHL 35	Sphaerozosma sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-35	https://norcca.scrol.net/species/sphaerozosma-sp
NIVA-CHL 37	Pediastrum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-37	https://norcca.scrol.net/species/pediastrum-sp
NIVA-CHL 38	Staurastrum sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-38	https://norcca.scrol.net/species/staurastrum-sp
NIVA-CHL 4	Staurastrum gracile	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-4	https://norcca.scrol.net/species/staurastrum-gracile
NIVA-CHL 40	Pseudokirchneriella van-goori var. decussata	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-40	https://norcca.scrol.net/species/pseudokirchneriella-van-goori-var-decussata
NIVA-CHL 41	Raphidocelis inclinata var. serialis	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-41	https://norcca.scrol.net/species/raphidocelis-inclinata-var-serialis
NIVA-CHL 42	Dictyosphaerium pulchellum var. minutum	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-42	https://norcca.scrol.net/species/dictyosphaerium-pulchellum-var-minutum
NIVA-CHL 43	Pediastrum duplex	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-43	https://norcca.scrol.net/species/pediastrum-duplex
NIVA-CHL 44	Chloromonas rosae	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-44	https://norcca.scrol.net/species/chloromonas-rosae
NIVA-CHL 45	Chlamydomonas pulsatilla	Chlorophyta	Chlorophyceae	Brackish water	https://norcca.scrol.net/strain/niva-chl-45	https://norcca.scrol.net/species/chlamydomonas-pulsatilla
NIVA-CHL 46	Monoraphidium lunare	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-46	https://norcca.scrol.net/species/monoraphidium-lunare
NIVA-CHL 47	Pseudokirchneriella inclinata	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-47	https://norcca.scrol.net/species/pseudokirchneriella-inclinata
NIVA-CHL 48	Pseudokirchneriella inclinata	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-48	https://norcca.scrol.net/species/pseudokirchneriella-inclinata
NIVA-CHL 49	Staurastrum sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-49	https://norcca.scrol.net/species/staurastrum-sp
NIVA-CHL 5	Pandorina morum	Chlorophyta	Chlorophyceae	Lake	https://norcca.scrol.net/strain/niva-chl-5	https://norcca.scrol.net/species/pandorina-morum
NIVA-CHL 50	Monoraphidium convolutum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-50	https://norcca.scrol.net/species/monoraphidium-convolutum
NIVA-CHL 51	Pseudokirchneriella van-goori	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-51	https://norcca.scrol.net/species/pseudokirchneriella-van-goori
NIVA-CHL 52	Pseudokirchneriella valida	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-52	https://norcca.scrol.net/species/pseudokirchneriella-valida
NIVA-CHL 53	Pseudokirchneriella van-goori	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-53	https://norcca.scrol.net/species/pseudokirchneriella-van-goori
NIVA-CHL 54	Chloromonas sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-54	https://norcca.scrol.net/species/chloromonas-sp
NIVA-CHL 55	Desmodesmus subspicatus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-55	https://norcca.scrol.net/species/desmodesmus-subspicatus
NIVA-CHL 56	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-56	https://norcca.scrol.net/species/monoraphidium-sp
NIVA-CHL 57	Pseudokirchneriella sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-57	https://norcca.scrol.net/species/pseudokirchneriella-sp
NIVA-CHL 58	Tetradesmus lagerheimii	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-58	https://norcca.scrol.net/species/tetradesmus-lagerheimii
NIVA-CHL 59	Staurastrum sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-59	https://norcca.scrol.net/species/staurastrum-sp
NIVA-CHL 6	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-6	https://norcca.scrol.net/species/tetradesmus-obliquus
NIVA-CHL 60	Monoraphidium dübowskii	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-60	https://norcca.scrol.net/species/monoraphidium-dubowskii
NIVA-CHL 61	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-61	https://norcca.scrol.net/species/chlorella-sp
NIVA-CHL 62	Koliella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-62	https://norcca.scrol.net/species/koliella-sp
NIVA-CHL 63	Koliella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-63	https://norcca.scrol.net/species/koliella-sp
NIVA-CHL 64	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-64	https://norcca.scrol.net/species/monoraphidium-sp
NIVA-CHL 65	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae	On moss mats	https://norcca.scrol.net/strain/niva-chl-65	https://norcca.scrol.net/species/stichococcus-bacillaris
NIVA-CHL 66	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-66	https://norcca.scrol.net/species/stichococcus-bacillaris
NIVA-CHL 67	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Clean brook	https://norcca.scrol.net/strain/niva-chl-67	https://norcca.scrol.net/species/chlorococcum-sp
NIVA-CHL 68	Tetracystis sp.(?)	Chlorophyta	Chlorophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-chl-68	https://norcca.scrol.net/species/tetracystis-sp
NIVA-CHL 69	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-chl-69	https://norcca.scrol.net/species/chlorella-sp
NIVA-CHL 7	Desmodesmus communis	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-7	https://norcca.scrol.net/species/desmodesmus-communis
NIVA-CHL 70	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-chl-70	https://norcca.scrol.net/species/chlorella-sp
NIVA-CHL 71	Oocystis asymmetrica	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-71	https://norcca.scrol.net/species/oocystis-asymmetrica
NIVA-CHL 72/2	Unidentified green alga	Chlorophyta	Chlorophyta_X	Freshwater	https://norcca.scrol.net/strain/niva-chl-722	https://norcca.scrol.net/species/unidentified-green-alga
NIVA-CHL 72/4	Unidentified green alga	Chlorophyta	Chlorophyta_X	Freshwater	https://norcca.scrol.net/strain/niva-chl-724	https://norcca.scrol.net/species/unidentified-green-alga
NIVA-CHL 74	Monoraphidium cf. minutum	Chlorophyta	Chlorophyceae	Fish pond	https://norcca.scrol.net/strain/niva-chl-74	https://norcca.scrol.net/species/monoraphidium-cf-minutum
NIVA-CHL 75	Chlamydomonas reinhardtii	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-75	https://norcca.scrol.net/species/chlamydomonas-reinhardtii
NIVA-CHL 77	Sphaerocystis schroeteri	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-77	https://norcca.scrol.net/species/sphaerocystis-schroeteri
NIVA-CHL 78	Cosmarium sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-78	https://norcca.scrol.net/species/cosmarium-sp
NIVA-CHL 79	Cosmarium sp.	Charophyta	Zygnematophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-79	https://norcca.scrol.net/species/cosmarium-sp
NIVA-CHL 8	Monoraphidium griffithii	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-8	https://norcca.scrol.net/species/monoraphidium-griffithii
NIVA-CHL 80	Klebsormidium flaccidum	Charophyta	Klebsormidiophyceae	Fertilized bark	https://norcca.scrol.net/strain/niva-chl-80	https://norcca.scrol.net/species/klebsormidium-flaccidum
NIVA-CHL 81	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-81	https://norcca.scrol.net/species/chlorella-sp
NIVA-CHL 82	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-82	https://norcca.scrol.net/species/scenedesmus-sp
NIVA-CHL 83	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-83	https://norcca.scrol.net/species/scenedesmus-sp
NIVA-CHL 84	Staurastrum sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-84	https://norcca.scrol.net/species/staurastrum-sp
NIVA-CHL 86	Coelastrum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-86	https://norcca.scrol.net/species/coelastrum-sp
NIVA-CHL 87	Botryococcus cf. braunii	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-87	https://norcca.scrol.net/species/botryococcus-cf-braunii
NIVA-CHL 88	Choricystis cf. coccoides	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-88	https://norcca.scrol.net/species/choricystis-cf-coccoides
NIVA-CHL 89	Choricystis cf. parasitica	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-89	https://norcca.scrol.net/species/choricystis-cf-parasitica
NIVA-CHL 9	Haematococcus lacustris	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-9	https://norcca.scrol.net/species/haematococcus-lacustris
NIVA-CHL 90	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-90	https://norcca.scrol.net/species/monoraphidium-sp
NIVA-CHL 91	Monoraphidium convolutum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-91	https://norcca.scrol.net/species/monoraphidium-convolutum
NIVA-CHL 92	Staurastrum pingue	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-92	https://norcca.scrol.net/species/staurastrum-pingue
NIVA-CHL 93	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-93	https://norcca.scrol.net/species/tetradesmus-obliquus
NIVA-CHL 94	Tetradesmus obtusus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-94	https://norcca.scrol.net/species/tetradesmus-obtusus
NIVA-CHL 95	Desmodesmus spinosus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-95	https://norcca.scrol.net/species/desmodesmus-spinosus
NIVA-CHL 96	Desmodesmus communis	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-96	https://norcca.scrol.net/species/desmodesmus-communis
NIVA-CHL 97	Desmodesmus subspicatus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-97	https://norcca.scrol.net/species/desmodesmus-subspicatus
NIVA-CHL 98	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-98	https://norcca.scrol.net/species/tetradesmus-obliquus
NIVA-CHL 99	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-99	https://norcca.scrol.net/species/scenedesmus-sp
NIVA-CYA 1	Planktothrix cf. prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1	https://norcca.scrol.net/species/planktothrix-cf-prolifica
NIVA-CYA 10	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-10	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 100	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-100	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 102/1	Tychonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1021	https://norcca.scrol.net/species/tychonema-sp
NIVA-CYA 102/2	Tychonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1022	https://norcca.scrol.net/species/tychonema-sp
NIVA-CYA 103	Aphanizomenon gracile	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-103	https://norcca.scrol.net/species/aphanizomenon-gracile
NIVA-CYA 106	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-106	https://norcca.scrol.net/species/pseudanabaena-redekei
NIVA-CYA 107	Limnothrix planctonica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-107	https://norcca.scrol.net/species/limnothrix-planctonica
NIVA-CYA 108	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-108	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 11	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-11	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 110	Kamptonema formosum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-110	https://norcca.scrol.net/species/kamptonema-formosum
NIVA-CYA 111	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-111	https://norcca.scrol.net/species/pseudanabaena-sp
NIVA-CYA 113/1	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1131	https://norcca.scrol.net/species/tychonema-bornetii
NIVA-CYA 114/1	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1141	https://norcca.scrol.net/species/tychonema-bornetii
NIVA-CYA 114/2	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1142	https://norcca.scrol.net/species/tychonema-bornetii
NIVA-CYA 115/1	Tychonema bornetii var. intermedia	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1151	https://norcca.scrol.net/species/tychonema-bornetii-var-intermedia
NIVA-CYA 115/2	Tychonema bornetii var. intermedia	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1152	https://norcca.scrol.net/species/tychonema-bornetii-var-intermedia
NIVA-CYA 116	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-116	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 117/3	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1173	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 117/4	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1174	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 118/1	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1181	https://norcca.scrol.net/species/microcystis-sp
NIVA-CYA 118/2	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1182	https://norcca.scrol.net/species/microcystis-sp
NIVA-CYA 119	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-119	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 12	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-12	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 120	Arthrospira maxima	Cyanobacteria	Cyanophyceae	natron lake	https://norcca.scrol.net/strain/niva-cya-120	https://norcca.scrol.net/species/arthrospira-maxima
NIVA-CYA 121	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-121	https://norcca.scrol.net/species/pseudanabaena-redekei
NIVA-CYA 122/1	Microcystis cf. viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1221	https://norcca.scrol.net/species/microcystis-cf-viridis
NIVA-CYA 122/2	Microcystis cf. viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1222	https://norcca.scrol.net/species/microcystis-cf-viridis
NIVA-CYA 122/3	Microcystis cf. viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1223	https://norcca.scrol.net/species/microcystis-cf-viridis
NIVA-CYA 123/1	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1231	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 124	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-124	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 125/1	Tychonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1251	https://norcca.scrol.net/species/tychonema-sp
NIVA-CYA 125/2	Tychonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1252	https://norcca.scrol.net/species/tychonema-sp
NIVA-CYA 125/3	Tychonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1253	https://norcca.scrol.net/species/tychonema-sp
NIVA-CYA 126	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-126	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 128	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-128	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 129	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-129	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 13	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-13	https://norcca.scrol.net/species/planktothrix-rubescens-var
NIVA-CYA 130	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-130	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 131	Scytonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-131	https://norcca.scrol.net/species/scytonema-sp
NIVA-CYA 133	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-133	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 134	Chroococcus cf. minutus	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-134	https://norcca.scrol.net/species/chroococcus-cf-minutus
NIVA-CYA 135/1	Anabaenopsis arnoldii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-1351	https://norcca.scrol.net/species/anabaenopsis-arnoldii
NIVA-CYA 135/2	Anabaenopsis arnoldii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-1352	https://norcca.scrol.net/species/anabaenopsis-arnoldii
NIVA-CYA 136/2	Arthrospira fusiformis	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-1362	https://norcca.scrol.net/species/arthrospira-fusiformis
NIVA-CYA 137	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-137	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 138	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-138	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 139	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-139	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 14	Synechococcus cf. rhodobaktron	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-14	https://norcca.scrol.net/species/synechococcus-cf-rhodobaktron
NIVA-CYA 140	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-140	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 141	Pseudanabaena cf. brunnei	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-141	https://norcca.scrol.net/species/pseudanabaena-cf-brunnei
NIVA-CYA 142	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-142	https://norcca.scrol.net/species/aphanizomenon-flos-aquae
NIVA-CYA 144	Microcystis cf. aeruginosa	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-144	https://norcca.scrol.net/species/microcystis-cf-aeruginosa
NIVA-CYA 146	Pseudanabaena catenata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-146	https://norcca.scrol.net/species/pseudanabaena-catenata
NIVA-CYA 147	Dolichospermum danicum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-147	https://norcca.scrol.net/species/dolichospermum-danicum
NIVA-CYA 149	Oscillatoria curviceps	Cyanobacteria	Cyanophyceae	Wet soil (solifluction)	https://norcca.scrol.net/strain/niva-cya-149	https://norcca.scrol.net/species/oscillatoria-curviceps
NIVA-CYA 15	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-15	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 151	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-151	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 152	Pseudanabaena catenata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-152	https://norcca.scrol.net/species/pseudanabaena-catenata
NIVA-CYA 153	Planktothrix pseudagardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-153	https://norcca.scrol.net/species/planktothrix-pseudagardhii
NIVA-CYA 154	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-154	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 155	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-155	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 156/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-1561	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 156/2	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-1562	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 157	Unidentified trichal species			Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-157	https://norcca.scrol.net/species/unidentified-trichal-species
NIVA-CYA 159	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-159	https://norcca.scrol.net/species/synechococcus-sp
NIVA-CYA 16	Merismopedia punctata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-16	https://norcca.scrol.net/species/merismopedia-punctata
NIVA-CYA 160/1	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1601	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 160/2	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1602	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 161/1	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1611	https://norcca.scrol.net/species/microcystis-botrys
NIVA-CYA 161/3	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1613	https://norcca.scrol.net/species/microcystis-botrys
