Sökterm	Matchstatus	Taxon id	Status	Vetenskapligt namn	Auktor	Svenskt namn	Kategori	Svensk förekomst	Guid	Synonymer	Rike	Fylum	Klass	Ordning	Familj	Släkte	Art
Cyclotella kuetzingiana	Manuellt val	237234	Accepterat	Cyclotella meneghiniana	Kütz.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237234	"Cyclotella kutzingiana var. meneghiniana (Kütz.) Brun;Cyclotella kuetzingiana Thwaites"	Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	
Prorodontida	Ingen träff																
Hexamita inflata	Ingen träff																
Percolomonas cosmopolita	Ingen träff																
Oocystales	Ingen träff																
Peridiniphycidae	Ingen träff																
Euglenozoa	Manuellt val	6011686	Accepterat	Euglenozoa	Caval.-Sm.		Infrarike		urn:lsid: dyntaxa.se:Taxon: 6011686		Protozoa						
Pterosperma michaelsarsii	Ingen träff																
Hexamita	Ingen träff																
Discosphaera tubifera	Ingen träff																
Pyrocystis pseudonoctiluca	Ingen träff																
Ankistrodesmus arcuatus	Ingen träff																
Trebouxiophyceae ordo incertae sedis	Ingen träff																
Trebouxiophyceae incertae sedis	Ingen träff																
Chlorotetraëdron incus	Ingen träff																
Chlorophyceae incertae sedis	Ingen träff																
Eutreptiida	Ingen träff																
Bicoecida	Ingen träff																
Chaetocerotanae	Ingen träff																
Colacium vesiculosum f. arbusculum	Ingen träff																
Strombomonas giarardiana	Ingen träff																
Oomycota incertae sedis	Ingen träff																
Oligotrichida	Manuellt val	6009247	Accepterat	Oligotrichida	Bütschli, 1887		Ordning		urn:lsid: dyntaxa.se:Taxon: 6009247		Chromista	Ciliophora	Oligotrichea				
Foissneridium constrictum	Ingen träff																
Rimostrombidium sphaericum	Ingen träff																
Scenedesmus quadricauda	Manuellt val	245186	Accepterat	Scenedesmus quadricauda	(Turpin) Bréb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 245186	Achnanthes quadricauda Turpin	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	
Cryptophyta incertae sedis	Ingen träff																
Hormotilaceae	Ingen träff																
Cyanophyceae incertae sedis	Ingen träff																
Debarya	Ingen träff																
Bulbochaete elatior	Ingen träff																
Oedogonium itzigsohnii	Manuellt val	258178	Accepterat	Oedogonium itzigsohnii	de Bary		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 258178		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium	
Nephrocytium lunatum	Manuellt val	238764	Accepterat	Nephrocytium lunatum	West		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238764		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Nephrocytium	
Closterium cornu	Manuellt val	238699	Accepterat	Closterium cornu	Ehrenb. ex Ralfs, 1848		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238699		Plantae		Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	
Aphanizomenon flosaquae	Ingen träff																
Spiniferomonas coronacircumspina	Ingen träff																
Neidium binodiforme	Ingen träff																
Neidium densistriatum	Ingen träff																
Cosmarium lutetianum	Ingen träff																
Gomphonema clavatulum	Manuellt val	262744	Accepterat	Gomphonema clavatulum	E.Reichardt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262744		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	
Trachelomonas furcata	Manuellt val	257739	Accepterat	Trachelomonas furcata	Dolgoff		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257739		Protozoa	Euglenophyta	Euglenophyceae	Euglenales	Euglenaceae	Trachelomonas	
Gomphonema exilissimum	Manuellt val	6008304	Accepterat	Gomphonema exilissimum	(Grunow) Lange-Bert. & E.Reichardt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6008304	Gomphonema exilissimum (Grunow) Lange-Bert. & E.Reichardt	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	
Planothidium biporomum	Manuellt val	6021712	Accepterat	Planothidium biporomum	(M.H.Hohn & Hellerman) Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6021712	"Achnanthes biporoma M.H.Hohn & Hellerman;Achnanthes lanceolata subsp. biporoma (M.H.Hohn & Hellerman) Lange-Bert.;Achnanthidium biporomum (M.H.Hohn & Hellerman) Czarn.;Achnantheiopsis biporoma (M.H.Hohn & Hellerman) Lange-Bert."	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	
Aulosira laxa	Manuellt val	263662	Accepterat	Aulosira laxa	Kirchn. ex Bornet & Flahault		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263662	Nodularia laxa (Bornet & Flahault) Compère	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aulosira	
Komvophoron pallidum	Ingen träff																
Phaeoschizochlamys delicatula	Ingen träff																
Paraphysomonas bourrellyi	Ingen träff																
Kephyrion planktonicum	Ingen träff																
Oedogonium sphaerandrum	Ingen träff																
Pinnularia eifeliana	Ingen träff																
Bulbochaete debaryana	Ingen träff																
Protoperidinium bolmonense	Ingen träff																
Dolichospermum flosaquae	Ingen träff																
Delicata verenae	Ingen träff																
Trepomonas laticapitata	Ingen träff																
Spirogyra cataeniformis	Ingen träff																
Planothidium pseudotanense	Manuellt val	6330803	Accepterat	Planothidium pseudotanense	(A.Cleve) Lange-Bert.		Art	Påträffad, okänt om reproducerande	urn:lsid: dyntaxa.se:Taxon: 6330803	Achnanthes pseudotanensis A.Cleve	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium	
Hexamita crassa	Ingen träff																
Hexamita pusilla	Ingen träff																
Bicoeca borealis	Ingen träff																
Bicoeca conica	Ingen träff																
Lepocinclis hispidula	Ingen träff																
Pseudostaurastrum planctonicum	Manuellt val	257946	Accepterat	Pseudostaurastrum planctonicum	(G.M.Smith) Krienitz & Heynig		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257946	Tetraëdron planctonicum G.M.Sm.	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraëdron	
Dinobryon vanhoeffenii	Ingen träff																
Lagerheimia wratislawiensis	Ingen träff																
Microspora lauterbornii	Ingen träff																
Phormidium thwaitesii	Ingen träff																
Oscillatoria grossigranulata	Ingen träff																
Ulva australis	Ingen träff																
Staurastrum lanceolatum	Manuellt val	6325826	Accepterat	Staurastrum lanceolatum	W.Archer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6325826		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	
Achnanthes hintzii	Manuellt val	262187	Accepterat	Achnanthes hintzii	Lange-Bert. & Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262187		Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	
Sinophysis ebriola	Ingen träff																
Protodinium simplex	Ingen träff																
Sphaerodinium limneticum	Ingen träff																
Staszicella dinobryonis	Ingen träff																
Cystodinium unicorne	Ingen träff																
Euastrum amoenum	Ingen träff																
Eolimna minima	Manuellt val måste göras	262898	Accepterat	Sellaphora atomoides	(Grunow) C.E.Wetzel & Van de Vijver		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262898	"Navicula tantula Hust.;Navicula atomoides Grunow;Navicula minima var. atomoides (Grunow) Cleve;Stauroneis fonticola Hust.;Eolimna krummensis Novis, Braidwood & Kilroy"	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
Eolimna minima	Manuellt val måste göras	6053320	Accepterat	Sellaphora nigri	(De Not.) C.E.Wetzel & Ector		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6053320	"Navicula nigri De Not.;Sellaphora nigri s.str. "	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
Chara intermedia var. papillosa	Ingen träff																
Encyonema neogracile var. tenuipunctatum	Ingen träff																
Encyonema silesiacum var. latum	Ingen träff																
Peridinium raciborskii var. palustre	Ingen träff																
Stenopterobia densistriata	Ingen träff																
Sphaerellocystis ampla	Ingen träff																
Schmidingerella serrata	Ingen träff																
Textulariina	Ingen träff																
Protaspa	Ingen träff																
Chlorophyta	Manuellt val	5000046	Accepterat	Chlorophyta	Pascher	grönalger	Fylum		urn:lsid: dyntaxa.se:Taxon: 5000046	"Chlorophycophyta ;Prasinophyta "	Plantae						
Tripos arcticus	Ingen träff																
Euglenaformis proxima	Ingen träff																
Choricystis parasitica	Ingen träff																
Tripos longirostrum	Ingen träff																
Nusuttodinium aeruginosum	Ingen träff																
Tripos setaceus	Ingen träff																
Tripos carriensis	Ingen träff																
Tripos inflatus	Ingen träff																
Tripos kofoidii	Ingen träff																
Tripos extensus	Ingen träff																
Parvodinium africanum	Ingen träff																
Gregiochloris lacustris	Manuellt val	6327562	Accepterat	Gregiochloris lacustris	(Chodat) Marvan, Komárek & Comas		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6327562	Quadrigula lacustris Chodat	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Gregiochloris	
Lemmermannia triangularis	Ingen träff																
Lemmermannia punctata	Ingen träff																
Acutodesmus acutiformis	Ingen träff																
Kephyrion elegans	Ingen träff																
Nusuttodinium amphidinioides	Ingen träff																
Mallomonas ploesslii	Ingen träff																
Tripos candelabrum	Ingen träff																
Tripos deflexus	Ingen träff																
Tripos massiliensis	Ingen träff																
Durinskia dybowskii	Ingen träff																
Naiadinium polonicum	Ingen träff																
Shionodiscus bioculatus	Ingen träff																
Tripos pentagonus	Ingen träff																
Tripos symmetricus	Ingen träff																
Tripos trichoceros	Ingen träff																
Spirogyra fluviatilis var. grossii	Ingen träff																
Spirogyra weberi var. grevilleana	Ingen träff																
Lepocinclis oxyuris var. minor	Ingen träff																
Amylax triacantha var. buxus	Ingen träff																
Tetraselmis verrucosa f. rubens	Ingen träff																
Scenedesmus obtusus f. disciformis	Ingen träff																
Protaspa glans	Ingen träff																
Protaspa simplex	Ingen träff																
Protaspa verrucosa	Ingen träff																
Ctenophora	Manuellt val	1016149	Accepterat	Ctenophora	(Grunow) D.M.Williams & Round		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016149	Synedra [Gruppe] Ctenophora Grunow	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae		
Orthosira roeseana	Ingen träff																
Nitzschia liebethruthii	Ingen träff																
Achnanthes kolbei var. kolbei	Ingen träff																
Eunotia parallela var. pseudoparallela	Ingen träff																
Gomphonema olivaceoides var. olivaceoides	Ingen träff																
Navicula diluviana var. diluviana	Ingen träff																
Navicula subcostulata var. subcostulata	Ingen träff																
Pinnularia subborealis var. subborealis	Ingen träff																
Stephanodiscus tenuis var. tenuis	Ingen träff																
Achnanthes dispar var. dispar	Ingen träff																
Achnanthes exilis var. exilis	Ingen träff																
Amphiprora kjellmanii var. kjellmanii	Ingen träff																
Coscinodiscus granulosus var. granulosus	Ingen träff																
Nitzschia sublinearis var. sublinearis	Ingen träff																
Pyxidicula compressa var. compressa	Ingen träff																
Synedra famelica var. famelica	Ingen träff																
Navicula schoenfeldii f. schoenfeldii	Ingen träff																
Cyclotella bodanica f. lemanensis	Ingen träff																
Achnanthidium delicatulum f. delicatulum	Ingen träff																
Amphora veneta f. veneta	Ingen träff																
Fragilaria bicapitata f. bicapitata	Ingen träff																
Navicula brekkaensis f. brekkaensis	Ingen träff																
Gomphonema sarcophagus f. sarcophagus	Ingen träff																
Navicula fossalis f. fossalis	Ingen träff																
Neidium affine f. affine	Ingen träff																
Navicula pusilla f. pusilla	Ingen träff																
Melosira westii f. westii	Ingen träff																
Navicula similis f. similis	Ingen träff																
Navicula subcincta f. parva	Ingen träff																
Nitzschia dissipata f. dissipata	Ingen träff																
Nitzschia frustulum f. frustulum	Ingen träff																
Pinnularia divergens f. divergens	Ingen träff																
Pinnularia divergentissima f. divergentissima	Ingen träff																
Pinnularia microstauron f. microstauron	Ingen träff																
Pinnularia polyonca f. polyonca	Ingen träff																
Pinnularia subcapitata f. subcapitata	Ingen träff																
Pinnularia viridis f. viridis	Ingen träff																
Cymatopleura solea f. solea	Ingen träff																
Rhizosolenia eriensis f. eriensis	Ingen träff																
Synedra capitata f. capitata	Ingen träff																
Eunotia paludosa f. paludosa	Ingen träff																
Nitzschia levidensis f. levidensis	Ingen träff																
Navicula arvensis f. arvensis	Ingen träff																
Oligotrichia	Ingen träff																
Choreotrichida	Manuellt val	6009246	Accepterat	Choreotrichida	Small & Lynn, 1985		Ordning		urn:lsid: dyntaxa.se:Taxon: 6009246	Choreotrichida 	Chromista	Ciliophora	Oligotrichea				
Lohmanniellidae	Ingen träff																
Tontoniidae	Ingen träff																
Paratontonia	Ingen träff																
Dictyotophycidae	Ingen träff																
Protozoa incertae sedis	Ingen träff																
Bicosoecophytina	Ingen träff																
Bicosoecophycidae	Ingen träff																
Caecitellales	Ingen träff																
Bicosidia	Ingen träff																
Cyathobodoniae	Ingen träff																
Anoecida	Ingen träff																
Caecitellidae	Ingen träff																
Choanofila	Ingen träff																
Acanthoecidae [Tectiform]	Ingen träff																
Acanthoecidae [Nudiform]	Ingen träff																
Goniomonadophyceae	Ingen träff																
Goniomonadales	Ingen träff																
Dinoflagellata incertae sedis	Ingen träff																
Syndiniales	Ingen träff																
Peridiniida incertae sedis	Ingen träff																
Oxyphysaceae	Ingen träff																
Amphidiniales	Ingen träff																
Amphidiniaceae	Ingen träff																
Tovelliales	Ingen träff																
Calciodinelloideae	Ingen träff																
Peridiniopsidaceae	Ingen träff																
Euglenoidea	Ingen träff																
Euglenia	Ingen träff																
Euglenoida	Ingen träff																
Peranemea	Ingen träff																
Anisonemia	Ingen träff																
Anisonemida	Ingen träff																
Anisonemidae	Ingen träff																
Stavomonadea	Ingen träff																
Homostavia	Ingen träff																
Petalomonadida	Ingen träff																
Scytomonadidae	Ingen träff																
Astrorhizina	Ingen träff																
Astrorhizoidea	Ingen träff																
Rhabdammininae	Ingen träff																
Haptophytina	Ingen träff																
Coccolithophyceae incertae sedis	Ingen träff																
Monadofilosa	Ingen träff																
Sarcomonadea	Ingen träff																
Glissomonadida	Ingen träff																
Allapsidae	Ingen träff																
Sulcozoa	Ingen träff																
Varisulca	Ingen träff																
Glissodiscea	Ingen träff																
Ancyromonadida	Ingen träff																
Ancyromonadidae	Ingen träff																
Ventrifilosa	Ingen träff																
Thecofilosea	Ingen träff																
Cryomonadida	Ingen träff																
Protaspidae	Ingen träff																
Metromonadea	Ingen träff																
Metopiida	Ingen träff																
Metopiida incertae sedis	Ingen träff																
Metromonadea incertae sedis	Ingen träff																
Katablepharidales	Ingen träff																
Kathablepharidae	Ingen träff																
Tetramitia	Ingen träff																
Chlorophytina	Ingen träff																
Bacillariophytina	Ingen träff																
Bacillariophycanae	Ingen träff																
Chaetocerotanae incertae sedis	Ingen träff																
Fragilariophycanae	Ingen träff																
Thalassiosiranae	Ingen träff																
Zygnematophycidae	Ingen träff																
Desmodesmoideae	Ingen träff																
Scenedesmoideae	Ingen träff																
Paraphysomonadales	Ingen träff																
Chrysosphaerellaceae	Ingen träff																
Gracilicutes	Ingen träff																
Fucophycidae	Ingen träff																
Scytosiphoneae	Ingen träff																
Coleofasciculales	Ingen träff																
Wilmottiaceae	Ingen träff																
Biddulphianae	Ingen träff																
Prasinophytina	Ingen träff																
Potamolinea	Ingen träff																
Peridiniales incertae sedis	Ingen träff																
Nottbeckia	Ingen träff																
Apocalathium	Ingen träff																
Kryptoperidiniaceae	Ingen träff																
Unruhdinium	Ingen träff																
Charineae	Ingen träff																
Charoideae	Ingen träff																
Chareae	Ingen träff																
Euglenoidea incertae sedis	Ingen träff																
Lagynidoidea	Ingen träff																
Imbricatea	Manuellt val	6011736	Accepterat	Imbricatea	Caval.-Sm.		Klass		urn:lsid: dyntaxa.se:Taxon: 6011736		Chromista	Cercozoa					
Torodiniales	Ingen träff																
Kapelodiniaceae	Ingen träff																
Kapelodinium	Ingen träff																
Heteroscytonemataceae	Ingen träff																
Heteroscytonema	Ingen träff																
Leptolyngbyales	Ingen träff																
Speroidium	Ingen träff																
Biecheleriaceae	Ingen träff																
Jadwigia	Ingen träff																
Gymnodiniales incertae sedis	Ingen träff																
Lebouridinium	Ingen träff																
Bryopsidineae	Ingen träff																
Acrosiphoniales	Ingen träff																
Ulvophyceae incertae sedis	Ingen träff																
Philasterida	Ingen träff																
Uronematidae	Ingen träff																
Sykidiales	Ingen träff																
Sykidiacaeae	Ingen träff																
Lithodermataceae	Ingen träff																
Ostreobineae	Ingen träff																
Dictyoteae	Ingen träff																
Stichococcaceae	Ingen träff																
Hydroclathreae	Ingen träff																
Ishigeophycidae	Ingen träff																
Ishigeales	Ingen träff																
Piliniaceae	Ingen träff																
Glycomonada	Ingen träff																
Metakinetoplastina	Ingen träff																
Parabodonida	Ingen träff																
Bodonidae	Ingen träff																
Eubodonida	Ingen träff																
Pleurocapsaceae	Ingen träff																
Nodulariaceae	Ingen träff																
Chroococcidiopsidales	Ingen träff																
Aliterellaceae	Ingen träff																
Trichocoleusaceae	Ingen träff																
Gomontiellales	Ingen träff																
Coscinodiscanae	Ingen träff																
Cymatosirophycanae	Ingen träff																
Lithodesmiophycanae	Ingen träff																
Bacillariophycidae incertae sedis	Ingen träff																
Rhizosolenianae	Ingen träff																
Corethranae	Ingen träff																
Eunotiophycanae	Ingen träff																
Naviculineae	Ingen träff																
